frequency_hz,global_iteration,band_iteration,physical_loss,normalized_loss,data_loss,curvature,regularization_fraction,max_velocity_update,projected,relative_improvement,closure_evaluations,line_search_evaluations,step_fraction,accepted,gradient_norm,gradient_max
20000.0,0,0,0.026862014085054398,66.82169426285763,0.02686200849711895,6.0769953513784e-09,2.262300711208809e-07,0.050000011920928955,0.0,0.3293275880125832,1.0,1.0,1.0,1.0,0.09484690427780151,0.030490854755043983
20000.0,1,1,0.01863277144730091,46.35070747036738,0.018632765859365463,6.327090407154401e-09,3.3956786182898213e-07,0.050000011920928955,0.0,0.30665870518765675,2.0,1.0,1.0,1.0,0.0769951194524765,0.028516607359051704
35000.0,2,0,0.012350504286587238,76.40992668221072,0.012350497767329216,6.743737568370989e-09,5.460293550640927e-07,0.050000011920928955,0.0,0.2373321685440172,3.0,1.0,1.0,1.0,0.06902158260345459,0.0330340676009655
35000.0,3,1,0.010090957395732403,62.430593672081194,0.010090949945151806,7.056169426533643e-09,6.992567023189622e-07,0.050000011920928955,0.0,0.18073330876938315,4.0,1.0,1.0,1.0,0.08130794763565063,0.0442277267575264
50000.0,4,0,0.008973654359579086,81.25158322474928,0.00897364690899849,7.1985244431971296e-09,8.021842745620233e-07,0.025000005960464478,0.0,0.18838778356744756,5.0,2.0,0.5,1.0,0.09830927848815918,0.04763515666127205
50000.0,5,1,0.007880590856075287,71.35448482246127,0.00788058340549469,7.457018114109815e-09,9.462511343372171e-07,0.025000005960464478,0.0,0.12213396355314082,6.0,2.0,0.5,1.0,0.05642583593726158,0.028824610635638237
65000.0,6,0,0.006953780073672533,81.23245205433697,0.006953772623091936,7.496331555501001e-09,1.0780224783957237e-06,0.012499988079071045,0.0,0.18765347303563762,7.0,3.0,0.25,1.0,0.16251379251480103,0.07333588600158691
65000.0,7,1,0.006604844704270363,77.15626969528601,0.006604837253689766,7.55059392787416e-09,1.143190274888184e-06,0.00625002384185791,0.0,0.051890744478340564,8.0,4.0,0.125,1.0,0.06632640957832336,0.02997332066297531
