z_m,ux_rms_m_s,uy_rms_m_s,uz_rms_m_s,centerline_duz_m_s
5.213541666666667,0.008494145,0.009081587,0.021479096,-0.021768471
5.223958333333334,0.008699496,0.009378476,0.021490166,-0.020567073
5.234375,0.008905805,0.009683398,0.021514146,-0.019331655
5.244791666666667,0.009112641,0.00999417,0.021553786,-0.01807917
5.255208333333334,0.009321905,0.010311483,0.021611253,-0.016809331
5.265625,0.009535407,0.010637833,0.021687906,-0.015525116
5.276041666666667,0.009754582,0.010976217,0.021784939,-0.014233311
5.286458333333334,0.009979456,0.0113298325,0.021902796,-0.012928625
5.296875,0.010209911,0.011702455,0.022042017,-0.011599998
5.307291666666667,0.010443118,0.012097872,0.022202943,-0.010237191
5.317708333333334,0.010673638,0.012519688,0.022385485,-0.008830468
5.328125,0.010906964,0.012971297,0.02258985,-0.007370571
5.338541666666667,0.011150574,0.013454521,0.022816503,-0.005850348
5.348958333333334,0.011408352,0.013967543,0.023066334,-0.0042666197
5.359375,0.011697625,0.014499356,0.023340082,-0.002621929
5.369791666666667,0.012051874,0.015026184,0.023638245,-0.00092532235
5.380208333333334,0.012507758,0.015526405,0.023960788,0.00080820586
5.390625,0.013098967,0.01598984,0.02430758,0.0025596486
5.401041666666667,0.013841173,0.016394317,0.02467936,0.0043075085
5.411458333333334,0.0147183435,0.01673619,0.025077734,0.006029341
5.421875,0.015668979,0.017048381,0.02550313,0.0077032843
5.432291666666667,0.016580336,0.01739163,0.025954694,0.00930916
5.442708333333334,0.017316706,0.0178279,0.026432548,0.010829992
5.453125,0.017847337,0.018391836,0.026938174,0.012253033
5.463541666666667,0.018220462,0.019074906,0.027469467,0.013570428
5.473958333333334,0.018457482,0.019833721,0.028019736,0.014778501
5.484375,0.018597173,0.020620475,0.02858094,0.015876817
5.494791666666667,0.018709654,0.021387788,0.02914424,0.016866617
5.505208333333334,0.018861614,0.022092402,0.029700886,0.017750919
5.515625,0.019095702,0.022719417,0.030244203,0.01853421
5.526041666666667,0.019432943,0.02326609,0.030770065,0.019222736
5.536458333333334,0.019868553,0.023729254,0.031277236,0.019823551
5.546875,0.020379294,0.02411514,0.031766772,0.02034376
5.557291666666667,0.020942632,0.024463404,0.032244828,0.02079114
5.567708333333334,0.021542994,0.024797998,0.03272116,0.02117255
5.578125,0.02216761,0.025141612,0.033206787,0.021493865
5.588541666666667,0.0227982,0.025508242,0.03371164,0.0217608
5.598958333333334,0.023410056,0.025915226,0.034246244,0.021978624
5.609375,0.02397806,0.026381746,0.0348216,0.022152238
5.619791666666667,0.024474258,0.026920369,0.035449743,0.022285469
5.630208333333334,0.024870437,0.027535282,0.03614208,0.022379398
5.640625,0.02515978,0.028223213,0.03690729,0.02243311
5.651041666666667,0.025346328,0.028972454,0.037749514,0.022443984
5.661458333333334,0.025424244,0.029761735,0.03866531,0.022408102
5.671875,0.025407977,0.030546095,0.039641004,0.022324549
5.682291666666667,0.025316428,0.031242555,0.040651448,0.022197803
5.692708333333334,0.025153916,0.0317403,0.041660435,0.022029791
5.703125,0.024914939,0.031988844,0.042624075,0.021814505
5.713541666666667,0.024591008,0.032011516,0.043498084,0.021555178
5.723958333333334,0.024178397,0.03184101,0.044239853,0.021255307
5.734375,0.023685103,0.03150728,0.044807725,0.020920362
5.744791666666667,0.023130821,0.031053133,0.04516037,0.020556338
5.755208333333334,0.022550298,0.030551521,0.04526153,0.020170258
5.765625,0.021983886,0.03009038,0.04508401,0.019769715
5.776041666666667,0.021462945,0.029748121,0.044616356,0.019362118
5.786458333333334,0.021005632,0.029555762,0.043867603,0.018954217
5.796875,0.020609453,0.029482301,0.042866405,0.018551417
5.807291666666667,0.02025459,0.029454289,0.041658383,0.018156601
5.817708333333334,0.01991464,0.029391276,0.04029792,0.017771145
5.828125,0.019564915,0.029226663,0.038841955,0.017394193
5.838541666666667,0.019177843,0.028929861,0.037343655,0.017023332
5.848958333333334,0.018741427,0.028516058,0.03584694,0.016657405
5.859375,0.018275842,0.028005496,0.03438195,0.016295658
5.869791666666667,0.017788282,0.027416863,0.032967977,0.015938401
5.880208333333334,0.017285395,0.026770515,0.03161644,0.015585469
5.890625,0.016776163,0.02608815,0.03033336,0.015236199
5.901041666666667,0.016270963,0.025389696,0.02912105,0.014892247
5.911458333333334,0.015778828,0.024690842,0.027979147,0.0145573085
5.921875,0.01530731,0.024002803,0.02690587,0.014235814
5.932291666666667,0.014861387,0.023333423,0.025898159,0.013931877
5.942708333333334,0.014443284,0.02268786,0.02495245,0.013648007
5.953125,0.014053333,0.02206936,0.02406496,0.013383706
5.963541666666667,0.0136902165,0.021479858,0.023231653,0.013134573
5.973958333333334,0.0133515885,0.02092041,0.02244862,0.012890584
5.984375,0.013034783,0.02038983,0.021711705,0.012634993
5.994791666666667,0.012736314,0.019885868,0.02101725,0.012344493
6.005208333333334,0.012454296,0.019405978,0.020361623,0.011985872
6.015625,0.01218704,0.018946664,0.019741584,0.011515571
6.026041666666667,0.011932556,0.018504074,0.019154467,0.010884404
6.036458333333334,0.011689014,0.018074041,0.018597675,0.010048654
6.046875,0.011453843,0.017652381,0.01806907,0.008973863
6.057291666666667,0.011223531,0.017234826,0.017566884,0.007630348
6.067708333333334,0.010993071,0.016816813,0.017089505,0.0060046315
6.078125,0.010757133,0.016392445,0.016635371,0.004117065
6.088541666666667,0.01051024,0.01595436,0.016202958,0.0020094514
6.098958333333334,0.010248989,0.015497169,0.015790002,-0.000264287
6.109375,0.009972249,0.0150282625,0.015394462,-0.002624313
6.119791666666667,0.009679322,0.014545977,0.015014327,-0.0049774777
6.130208333333334,0.00937206,0.0140446145,0.014647135,-0.0072443155
6.140625,0.009054358,0.0135233905,0.014289872,-0.009372241
6.151041666666667,0.008730689,0.012984184,0.01393938,-0.011331041
6.161458333333334,0.008405549,0.012431521,0.013592756,-0.0131045645
6.171875,0.008082091,0.011872391,0.013247455,-0.01469091
6.182291666666667,0.0077625923,0.011315719,0.012901462,-0.01610107
6.192708333333334,0.0074502537,0.010771726,0.012553405,-0.017353998
6.203125,0.0071493126,0.01025062,0.012203186,-0.01847142
6.213541666666667,0.0068615633,0.009761944,0.011851747,-0.019473203
6.223958333333334,0.0065893666,0.009312584,0.01150167,-0.020374537
6.234375,0.0063362084,0.008906966,0.0111568635,-0.021184597
6.244791666666667,0.0061052563,0.008544871,0.010822133,-0.02190768
6.255208333333334,0.005899446,0.008223353,0.010503362,-0.02254518
6.265625,0.005721145,0.007937847,0.010207503,-0.023097701
6.276041666666667,0.005571792,0.0076818047,0.009942263,-0.023561643
6.286458333333334,0.005451693,0.0074470104,0.00971603,-0.023938153
6.296875,0.005355635,0.0072258767,0.009537395,-0.024233554
6.307291666666667,0.0052659404,0.007016922,0.009414224,-0.024458395
6.317708333333334,0.005156893,0.006817397,0.0093518365,-0.024619825
6.328125,0.0050288355,0.0066222325,0.009352405,-0.024718404
6.338541666666667,0.004880266,0.0064279176,0.009415086,-0.024770088
6.348958333333334,0.0046973396,0.006232427,0.009535466,-0.02479885
6.359375,0.0044757817,0.0060351104,0.00970513,-0.024807526
6.369791666666667,0.0042268573,0.0058365804,0.0099127665,-0.024794824
6.380208333333334,0.003973661,0.0056382907,0.010145838,-0.024771426
6.390625,0.0037471803,0.005442031,0.010392399,-0.024752365
6.401041666666667,0.0035791842,0.0052497536,0.010642083,-0.024753967
6.411458333333334,0.0034935428,0.0050633685,0.0108868,-0.024792373
6.421875,0.0034989582,0.0048844335,0.011120814,-0.024881218
6.432291666666667,0.0035867884,0.0047138804,0.011340498,-0.025030056
6.442708333333334,0.0037352755,0.0045528174,0.011543819,-0.02523913
6.453125,0.003918475,0.00440191,0.011729921,-0.025515536
6.463541666666667,0.004115095,0.004260498,0.011898685,-0.025859807
6.473958333333334,0.004307606,0.0041279355,0.012050865,-0.026262429
6.484375,0.004482492,0.00400348,0.012187548,-0.026707968
6.494791666666667,0.0046287104,0.0038860424,0.012310131,-0.027176844
6.505208333333334,0.0047440664,0.0037744336,0.012420186,-0.027648695
6.515625,0.0048309145,0.0036673099,0.012518966,-0.028104259
6.526041666666667,0.0048896926,0.0035635184,0.012607398,-0.028526194
6.536458333333334,0.004921515,0.003462332,0.012686302,-0.02889973
6.546875,0.0049278894,0.0033630864,0.012756325,-0.029214012
6.557291666666667,0.004910755,0.003265231,0.012817852,-0.029455854
6.567708333333334,0.0048721777,0.0031687743,0.012871282,-0.029626569
6.578125,0.004814472,0.0030738905,0.012916809,-0.0297335
6.588541666666667,0.0047401986,0.002980979,0.01295485,-0.029783785
6.598958333333334,0.004651946,0.0028907496,0.012985561,-0.029784957
6.609375,0.0045521404,0.0028040956,0.013009163,-0.029743275
6.619791666666667,0.0044430303,0.002721777,0.013026004,-0.029668609
6.630208333333334,0.004326675,0.0026446,0.013036348,-0.029571943
6.640625,0.0042049605,0.0025731851,0.013040589,-0.029462947
6.651041666666667,0.0040795906,0.0025080445,0.0130391,-0.029351804
6.661458333333334,0.0039521824,0.0024495316,0.01303227,-0.029248144
6.671875000000001,0.003824127,0.0023976157,0.013020558,-0.02916015
6.682291666666667,0.003696637,0.0023522777,0.013004423,-0.029094027
6.692708333333334,0.0035707187,0.0023131552,0.01298433,-0.029053025
6.703125000000001,0.003447281,0.0022797657,0.012960769,-0.029041622
6.713541666666667,0.0033268584,0.002251611,0.012934197,-0.029058754
6.723958333333334,0.003209984,0.0022279758,0.012905078,-0.029104896
6.734375000000001,0.0030969277,0.002208248,0.0128738275,-0.029181097
6.744791666666667,0.002987885,0.0021917683,0.0128408605,-0.029285736
6.755208333333334,0.0028828972,0.0021779144,0.01280659,-0.029415905
6.765625000000001,0.002781973,0.0021661557,0.012771315,-0.02956817
6.776041666666667,0.0026850565,0.0021560001,0.012735337,-0.029739372
6.786458333333334,0.0025920104,0.0021470194,0.012698957,-0.029925128
6.796875000000001,0.0025026985,0.0021389064,0.012662391,-0.030122042
6.807291666666667,0.002416995,0.0021313315,0.012625853,-0.030326724
6.817708333333334,0.0023346841,0.0021241165,0.012589533,-0.030536644
6.828125000000001,0.0022556435,0.002117042,0.01255354,-0.030748414
6.838541666666667,0.0021797142,0.0021100128,0.012518048,-0.030960254
6.848958333333334,0.0021067646,0.002102921,0.01248308,-0.031170368
6.859375000000001,0.0020365547,0.0020956837,0.012448755,-0.03137699
6.869791666666667,0.0019689368,0.0020882688,0.012415128,-0.031579502
6.880208333333334,0.0019038328,0.0020806405,0.012382257,-0.031777535
6.890625000000001,0.0018411779,0.0020727983,0.012350148,-0.031970993
6.901041666666667,0.0017808869,0.0020647286,0.012318825,-0.032159753
6.911458333333334,0.0017228939,0.002056438,0.012288267,-0.032343585
6.921875000000001,0.0016670981,0.0020479143,0.012258535,-0.03252302
6.932291666666667,0.0016134386,0.002039177,0.012229556,-0.032698758
6.942708333333334,0.0015618479,0.00203022,0.012201347,-0.03287161
6.953125000000001,0.0015122645,0.0020210538,0.0121739255,-0.033042505
6.963541666666667,0.0014646357,0.0020116782,0.012147223,-0.033212416
6.973958333333334,0.0014189042,0.0020020988,0.012121205,-0.03338215
6.984375000000001,0.0013750258,0.0019923402,0.012095862,-0.033552602
6.994791666666667,0.0013329514,0.0019823753,0.0120711755,-0.033724215
7.005208333333334,0.0012926349,0.0019722315,0.012047095,-0.033897817
7.015625000000001,0.0012540425,0.0019618806,0.012023596,-0.03407411
7.026041666666667,0.0012171431,0.001951349,0.012000674,-0.034254055
7.036458333333334,0.001181874,0.0019406277,0.011978232,-0.03443822
7.046875000000001,0.0011482063,0.0019297056,0.011956314,-0.034627635
