z_m,ux_rms_m_s,uy_rms_m_s,uz_rms_m_s,centerline_duz_m_s
3.5260416666666674,0.0021247754,0.0020589828,0.013112332,-0.10786494
3.536458333333334,0.0021270597,0.0020693485,0.013080252,-0.10647753
3.5468750000000004,0.0021316034,0.0020803267,0.013049357,-0.10502699
3.5572916666666674,0.002138456,0.0020919207,0.013019601,-0.10352959
3.567708333333334,0.0021475283,0.00210388,0.012990893,-0.10199988
3.5781250000000004,0.0021588157,0.0021157889,0.012963131,-0.10045094
3.5885416666666674,0.0021723537,0.0021276593,0.012936227,-0.098894924
3.598958333333334,0.0021880167,0.0021395506,0.012910087,-0.09734335
3.6093750000000004,0.002205648,0.0021510744,0.012884577,-0.09580757
3.6197916666666674,0.00222522,0.0021620248,0.01285967,-0.09429773
3.630208333333334,0.0022466152,0.0021726065,0.012835191,-0.09282275
3.6406250000000004,0.0022695824,0.0021825829,0.012811105,-0.0913893
3.6510416666666674,0.002294004,0.0021917433,0.012787259,-0.09000257
3.661458333333334,0.0023197702,0.0022001856,0.012763615,-0.08866694
3.6718750000000004,0.002346616,0.0022078468,0.012740075,-0.08738628
3.6822916666666674,0.0023743636,0.0022145854,0.012716564,-0.08616416
3.692708333333334,0.002402875,0.002220382,0.012692958,-0.085003465
3.7031250000000004,0.002431908,0.0022253199,0.012669205,-0.08390672
3.7135416666666674,0.0024612953,0.0022292554,0.012645309,-0.08287593
3.723958333333334,0.002490875,0.002232231,0.012621172,-0.081912905
3.7343750000000004,0.0025204662,0.0022342962,0.012596689,-0.08101908
3.7447916666666674,0.0025498935,0.0022354405,0.012571915,-0.08019552
3.755208333333334,0.002579028,0.0022357486,0.012546739,-0.07944303
3.7656250000000004,0.0026075537,0.0022352578,0.012521178,-0.07876244
3.7760416666666674,0.0026352608,0.002234045,0.012495196,-0.07815471
3.786458333333334,0.0026622138,0.002232244,0.012468816,-0.07762064
3.7968750000000004,0.002688342,0.002229949,0.012442007,-0.07716068
3.8072916666666674,0.002713571,0.0022273236,0.01241484,-0.07677523
3.817708333333334,0.0027377529,0.0022244619,0.012387254,-0.07646397
3.8281250000000004,0.002760823,0.0022215575,0.012359346,-0.07622729
3.8385416666666674,0.0027827404,0.0022187817,0.012331145,-0.07606477
3.848958333333334,0.0028034141,0.0022163168,0.012302707,-0.07597526
3.8593750000000004,0.0028228096,0.0022143251,0.012274057,-0.07596029
3.8697916666666674,0.0028409213,0.0022130283,0.012245268,-0.07601651
3.880208333333334,0.002857697,0.0022125856,0.012216408,-0.076137014
3.8906250000000004,0.0028731904,0.0022132488,0.0121875815,-0.076319106
3.9010416666666674,0.0028873426,0.0022152637,0.012158819,-0.076563925
3.911458333333334,0.0029001911,0.002218886,0.01213027,-0.07686995
3.9218750000000004,0.0029117335,0.002224315,0.012102052,-0.077230655
3.9322916666666674,0.0029219887,0.002231749,0.012074198,-0.07763963
3.942708333333334,0.0029310787,0.0022414122,0.012046868,-0.07809063
3.9531250000000004,0.0029390948,0.0022534793,0.012020145,-0.07857638
3.9635416666666674,0.0029460539,0.002268109,0.011994237,-0.07908873
3.973958333333334,0.0029520243,0.0022854665,0.011969184,-0.07961918
3.9843750000000004,0.002957054,0.0023057237,0.011945121,-0.08015827
3.9947916666666674,0.0029612686,0.0023289162,0.011922185,-0.08069524
4.005208333333333,0.0029647583,0.0023551711,0.011900532,-0.08122081
4.015625,0.002967656,0.002384538,0.011880369,-0.08172468
4.026041666666667,0.0029700985,0.0024169579,0.011861654,-0.08219402
4.036458333333334,0.0029722338,0.002452485,0.011844699,-0.08261723
4.046875,0.0029742164,0.0024909906,0.011829569,-0.08297928
4.057291666666667,0.0029762292,0.00253242,0.011816443,-0.083268754
4.067708333333334,0.0029784027,0.0025766932,0.011805427,-0.08347494
4.078125,0.002980992,0.002623589,0.011796688,-0.08358133
4.088541666666667,0.0029841878,0.0026730055,0.011790376,-0.08356642
4.098958333333334,0.0029881834,0.0027246042,0.011786607,-0.08342298
4.109375,0.00299325,0.0027782547,0.011785547,-0.083140105
