name,waveform_loss,delay_relative_residual,control_min,control_max
amplitude_prior,9.192832273186013e-09,0.30938369035720825,-8.832217446297363e-08,0.9998423457145691
delay_updated,7.827452463970985e-08,0.22852234542369843,-8.832217446297363e-08,1.283246636390686
